# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-F" "GFF" "-a" "GCF_000006945.2_ASM694v2_genomic.gff" "-o" "analysis_results/counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "analysis_results/aligned/ERR12322786_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analysis_results/aligned/ERR12322786_sorted.bam
STM1564	NC_003197.2	1645161	1645389	+	229	939
STM1565	NC_003197.2	1645473	1645627	+	155	703
STM1566	NC_003197.2	1645804	1647501	+	1698	5629
STM1567	NC_003197.2	1647775	1648797	+	1023	3402
STM1568	NC_003197.2	1648888	1649557	-	670	1470
STM1569	NC_003197.2	1649537	1650432	-	896	2343
STM1570	NC_003197.2	1650435	1653489	-	3055	9096
STM1571	NC_003197.2	1653807	1654641	+	835	2997
STM1572	NC_003197.2	1655153	1656254	+	1102	3583
STM1573	NC_003197.2	1656398	1656778	+	381	1221
STM1574	NC_003197.2	1656803	1658295	-	1493	4338
STM1575	NC_003197.2	1658402	1658986	+	585	2082
STM1576	NC_003197.2	1659191	1660589	+	1399	4445
STM1577	NC_003197.2	1660668	1664421	+	3754	10701
STM1578	NC_003197.2	1664404	1665962	+	1559	4359
STM1579	NC_003197.2	1665951	1666657	+	707	1652
STM1580	NC_003197.2	1666644	1667334	+	691	1618
STM1581	NC_003197.2	1667427	1668333	+	907	2596
STM1582	NC_003197.2	1668369	1669227	-	859	2646
STM1583	NC_003197.2	1669498	1670137	-	640	2249
STM1584	NC_003197.2	1670632	1672136	+	1505	4749
STM1585	NC_003197.2	1672213	1672441	-	229	824
STM1586	NC_003197.2	1672579	1673652	-	1074	3419
STM1587	NC_003197.2	1673893	1676024	+	2132	6432
STM1588	NC_003197.2	1676091	1676773	-	683	1965
STM1589	NC_003197.2	1677090	1678160	-	1071	3728
STM1590	NC_003197.2	1678327	1678854	+	528	1431
STM1591	NC_003197.2	1678840	1679303	+	464	965
STM1592	NC_003197.2	1679308	1679552	-	245	772
STM1593	NC_003197.2	1679760	1681084	+	1325	3707
STM1594	NC_003197.2	1681083	1684070	+	2988	8545
STM1595	NC_003197.2	1684062	1686211	+	2150	6406
STM1596	NC_003197.2	1686256	1686528	-	273	965
STM1597	NC_003197.2	1686828	1688287	-	1460	4497
STM1598	NC_003197.2	1688388	1689812	-	1425	4539
STM1599	NC_003197.2	1689948	1690725	-	778	2627
STM1600	NC_003197.2	1690977	1691211	-	235	673
STM1601	NC_003197.2	1691240	1691646	-	407	1207
STM1602	NC_003197.2	1692171	1693125	+	955	3197
STM1603	NC_003197.2	1693388	1693629	+	242	729
STM1604	NC_003197.2	1693630	1695612	-	1983	5714
STM1605	NC_003197.2	1695673	1696220	-	548	1780
STM1606	NC_003197.2	1696291	1697478	+	1188	3384
STM1607	NC_003197.2	1697532	1698213	-	682	1952
STM1608	NC_003197.2	1698356	1698962	-	607	1687
STM1609	NC_003197.2	1698939	1699952	-	1014	2810
STM1610	NC_003197.2	1700046	1701039	+	994	2696
STM1611	NC_003197.2	1701036	1701587	-	552	1497
STM1612	NC_003197.2	1701780	1702910	+	1131	3157
STM1613	NC_003197.2	1702901	1703188	+	288	395
STM1614	NC_003197.2	1703188	1704512	+	1325	3336
STM1615	NC_003197.2	1704511	1705332	+	822	2316
STM1616	NC_003197.2	1705448	1705901	+	454	1332
STM1617	NC_003197.2	1705901	1706545	+	645	1613
STM1618	NC_003197.2	1706545	1707352	+	808	2075
STM1619	NC_003197.2	1707344	1707789	+	446	980
STM1620	NC_003197.2	1707836	1709043	-	1208	3246
STM1621	NC_003197.2	1709050	1709625	-	576	1636
STM1622	NC_003197.2	1709821	1711494	-	1674	5595
STM1623	NC_003197.2	1711696	1713211	-	1516	5079
STM1624	NC_003197.2	1713253	1714612	-	1360	4261
STM1625	NC_003197.2	1714889	1715812	+	924	2885
STM1626	NC_003197.2	1715873	1717504	-	1632	4739
STM1627	NC_003197.2	1717667	1718798	-	1132	3327
STM1628	NC_003197.2	1718817	1719103	-	287	957
STM1629	NC_003197.2	1719608	1720016	+	409	1630
STM1630	NC_003197.2	1720145	1720861	-	717	2358
STM1631	NC_003197.2	1721280	1722513	+	1234	3857
STM1632	NC_003197.2	1722634	1722978	-	345	1257
STM1633	NC_003197.2	1723877	1724646	+	770	2180
STM1634	NC_003197.2	1724647	1725300	+	654	1484
STM1635	NC_003197.2	1725318	1726056	+	739	1752
STM1636	NC_003197.2	1726047	1726733	+	687	1999
STM1637	NC_003197.2	1726863	1728420	+	1558	4841
STM1638	NC_003197.2	1729109	1729546	+	438	1702
STM1639	NC_003197.2	1729817	1730358	-	542	1861
STM1640	NC_003197.2	1730464	1731275	-	812	2332
STM1641	NC_003197.2	1731328	1735230	-	3903	11484
STM1642	NC_003197.2	1735419	1736036	+	618	1844
STM1643	NC_003197.2	1736033	1736482	-	450	1172
STM1644	NC_003197.2	1736625	1736957	-	333	885
STM1645	NC_003197.2	1736956	1737158	-	203	99
STM1646	NC_003197.2	1737147	1739800	-	2654	7914
STM1647	NC_003197.2	1740009	1741012	+	1004	3097
STM1648	NC_003197.2	1741113	1741533	+	421	1123
STM1649	NC_003197.2	1741577	1741738	-	162	242
STM1650	NC_003197.2	1741754	1742058	+	305	602
STM1651	NC_003197.2	1742108	1745643	+	3536	10828
STM1652	NC_003197.2	1746114	1746559	+	446	1347
STM1653	NC_003197.2	1746609	1746964	-	356	1087
STM1654	NC_003197.2	1747290	1748238	+	949	2930
STM1655	NC_003197.2	1748282	1749655	-	1374	4252
STM1656	NC_003197.2	1750142	1751136	-	995	3100
STM1657	NC_003197.2	1751271	1752430	-	1160	3828
STM1658	NC_003197.2	1752836	1753413	-	578	1988
STM1659	NC_003197.2	1753649	1754172	+	524	1828
STM1660	NC_003197.2	1754273	1755120	+	848	2711
STM1661	NC_003197.2	1755258	1756218	+	961	3050
STM1662	NC_003197.2	1756273	1756539	-	267	898
STM1663	NC_003197.2	1756748	1757797	+	1050	3263
STM1664	NC_003197.2	1757883	1758485	-	603	1585
STM1665	NC_003197.2	1758522	1759215	+	694	1994
STM1667	NC_003197.2	1759687	1760244	-	558	1904
STM1668	NC_003197.2	1760343	1761179	-	837	705
STM1669	NC_003197.2	1761194	1763184	-	1991	5682
STM1670	NC_003197.2	1763251	1764101	-	851	2743
STM1671	NC_003197.2	1764383	1765247	+	865	2632
STM1672	NC_003197.2	1765638	1766747	+	1110	3405
STM1673	NC_003197.2	1766961	1767215	-	255	1017
STM1674	NC_003197.2	1767326	1767923	-	598	1945
STM1675	NC_003197.2	1767982	1768707	+	726	2102
STM1676	NC_003197.2	1768798	1769672	-	875	2816
STM1677	NC_003197.2	1769941	1770851	-	911	2778
STM1678	NC_003197.2	1770959	1771894	+	936	2982
STM1679	NC_003197.2	1771991	1773615	-	1625	5412
STM1680	NC_003197.2	1773794	1774522	+	729	2179
STM1681	NC_003197.2	1774497	1775473	-	977	2907
STM1682	NC_003197.2	1775565	1776084	+	520	1532
STM1683	NC_003197.2	1776174	1777837	-	1664	4830
STM1684	NC_003197.2	1777863	1778940	-	1078	3018
STM1685	NC_003197.2	1778921	1780337	-	1417	4245
STM1686	NC_003197.2	1780467	1780793	-	327	1046
STM1687	NC_003197.2	1780857	1781084	-	228	448
STM1688	NC_003197.2	1781098	1781472	-	375	635
STM1689	NC_003197.2	1781457	1781692	-	236	370
STM1690	NC_003197.2	1781741	1782421	-	681	2068
STM1691	NC_003197.2	1782565	1783560	+	996	3277
STM1692	NC_003197.2	1783672	1785321	+	1650	4582
STM1693	NC_003197.2	1785304	1786283	+	980	2507
STM1694	NC_003197.2	1786260	1787160	+	901	2010
STM1695	NC_003197.2	1787152	1788152	+	1001	2469
STM1696	NC_003197.2	1788138	1788960	+	823	2327
STM1697	NC_003197.2	1789089	1789692	-	604	1935
STM1698	NC_003197.2	1790151	1791531	-	1381	3833
STM1698A	NC_003197.2	1791559	1791738	+	180	71
STM1699	NC_003197.2	1791708	1792012	+	305	627
STM1700	NC_003197.2	1792117	1792918	+	802	3096
STM1701	NC_003197.2	1793118	1794098	+	981	3091
STM1702	NC_003197.2	1794158	1796274	+	2117	6924
STM1703	NC_003197.2	1796527	1798518	+	1992	6217
STM1704	NC_003197.2	1798906	1799658	+	753	2625
STM1705	NC_003197.2	1799843	1800135	+	293	1065
STM1706	NC_003197.2	1800255	1800589	-	335	850
STM1707	NC_003197.2	1800581	1801329	-	749	2282
STM1708	NC_003197.2	1801509	1802693	-	1185	3319
STM1709	NC_003197.2	1802685	1803005	-	321	761
STM1710	NC_003197.2	1803143	1803918	-	776	2722
STM1711	NC_003197.2	1804091	1804693	+	603	1901
STM1712	NC_003197.2	1804749	1807432	-	2684	8703
STM1713	NC_003197.2	1808401	1809569	-	1169	3818
STM1714	NC_003197.2	1809786	1812392	-	2607	8120
STM1715	NC_003197.2	1812774	1813037	+	264	885
STM1716	NC_003197.2	1813079	1814137	-	1059	3448
STM1717	NC_003197.2	1814352	1815124	+	773	2439
STM1718	NC_003197.2	1815108	1815711	+	604	1714
STM1719	NC_003197.2	1815798	1816684	-	887	2981
STM1720	NC_003197.2	1816774	1817403	-	630	1630
STM1721	NC_003197.2	1817402	1818283	-	882	2608
STM1722	NC_003197.2	1818341	1818449	+	109	313
STM1723	NC_003197.2	1818534	1820106	+	1573	4746
STM1724	NC_003197.2	1820092	1821701	+	1610	4104
STM1725	NC_003197.2	1821643	1823063	+	1421	3503
STM1726	NC_003197.2	1823062	1824266	+	1205	3019
STM1727	NC_003197.2	1824253	1825072	+	820	2358
STM1728	NC_003197.2	1825539	1825734	+	196	849
STM1729	NC_003197.2	1825808	1826327	+	520	1507
STM1730	NC_003197.2	1826389	1826907	+	519	1226
STM1731	NC_003197.2	1826919	1827805	+	887	2721
STM1732	NC_003197.2	1827887	1828536	-	650	2361
STM1733	NC_003197.2	1828853	1829267	+	415	1335
STM1734	NC_003197.2	1829282	1830036	+	755	2189
STM1735	NC_003197.2	1830080	1830632	+	553	1798
STM1736	NC_003197.2	1830793	1831194	+	402	1341
STM1737	NC_003197.2	1831254	1832052	-	799	2609
STM1738	NC_003197.2	1832192	1832502	+	311	1445
STM1739	NC_003197.2	1832846	1834322	+	1477	3996
STM1740	NC_003197.2	1834344	1834685	+	342	803
STM1741	NC_003197.2	1834733	1835575	-	843	2180
STM1742	NC_003197.2	1835617	1836632	-	1016	2676
STM1743	NC_003197.2	1836618	1837638	-	1021	2716
STM1744	NC_003197.2	1837637	1838557	-	921	2232
STM1745	NC_003197.2	1838560	1839492	-	933	2744
STM1746	NC_003197.2	1839602	1841396	-	1795	4540
STM1747	NC_003197.2	1841295	1841615	+	321	658
STM1748	NC_003197.2	1841998	1842657	-	660	2539
STM1749	NC_003197.2	1843110	1845800	+	2691	8312
STM1750	NC_003197.2	1845997	1846634	-	638	2338
STM1751	NC_003197.2	1847151	1847690	+	540	1841
STM1752	NC_003197.2	1847822	1848744	-	923	3099
STM1753	NC_003197.2	1848933	1849959	-	1027	3291
STM1754	NC_003197.2	1850037	1850942	-	906	2835
STM1755	NC_003197.2	1851040	1851511	+	472	1289
STM1756	NC_003197.2	1851546	1852404	+	859	2709
STM1757	NC_003197.2	1852564	1852645	+	82	342
STM1758	NC_003197.2	1852677	1852819	+	143	175
STM1759	NC_003197.2	1852853	1852934	+	82	265
STM1760	NC_003197.2	1853720	1855255	-	1536	0
STM1761	NC_003197.2	1855491	1856184	-	694	1751
STM1762	NC_003197.2	1856168	1856892	-	725	1651
STM1763	NC_003197.2	1856875	1858424	-	1550	3883
STM1764	NC_003197.2	1858407	1862248	-	3842	10870
STM1765	NC_003197.2	1862538	1864130	-	1593	4507
STM1766	NC_003197.2	1864160	1866072	+	1913	5349
STM1767	NC_003197.2	1866052	1866715	+	664	1503
STM1768	NC_003197.2	1866716	1868153	-	1438	4482
STM1769	NC_003197.2	1868300	1868670	+	371	1508
STM1770	NC_003197.2	1868750	1868989	-	240	1017
STM1771	NC_003197.2	1869234	1870347	+	1114	3728
STM1772	NC_003197.2	1870401	1871266	-	866	2421
STM1773	NC_003197.2	1871293	1872114	-	822	1993
STM1774	NC_003197.2	1872106	1872562	-	457	682
STM1775	NC_003197.2	1872492	1873333	-	842	1823
STM1776	NC_003197.2	1873325	1874425	-	1101	3469
STM1777	NC_003197.2	1874448	1875724	-	1277	4081
STM1778	NC_003197.2	1876001	1876641	+	641	1976
STM1779	NC_003197.2	1876626	1877489	+	864	2402
STM1780	NC_003197.2	1877687	1878702	+	1016	3453
STM1781	NC_003197.2	1878851	1880512	+	1662	5246
STM1782	NC_003197.2	1880557	1880845	-	289	1001
STM1783	NC_003197.2	1881087	1881695	+	609	2303
STM1784	NC_003197.2	1881797	1882903	+	1107	3484
STM1785	NC_003197.2	1883062	1884332	-	1271	4134
STM1786	NC_003197.2	1884759	1885940	+	1182	3460
STM1787	NC_003197.2	1885923	1887730	+	1808	4994
STM1788	NC_003197.2	1887736	1888480	+	745	1635
STM1789	NC_003197.2	1888466	1889073	+	608	1251
STM1790	NC_003197.2	1889047	1889467	+	421	802
STM1791	NC_003197.2	1889450	1890312	+	863	2547
STM1792	NC_003197.2	1890376	1891931	+	1556	4376
STM1793	NC_003197.2	1891931	1893079	+	1149	2779
STM1794	NC_003197.2	1893087	1893181	+	95	275
STM1795	NC_003197.2	1893520	1894850	+	1331	4425
STM1796	NC_003197.2	1894974	1896776	+	1803	5227
STM1797	NC_003197.2	1896839	1897112	-	274	954
STM1798	NC_003197.2	1897247	1897996	+	750	2177
STM1799	NC_003197.2	1898010	1898634	-	625	2005
STM1800	NC_003197.2	1898781	1899706	+	926	3371
STM1801	NC_003197.2	1899787	1901536	+	1750	5159
STM1802	NC_003197.2	1901599	1902680	-	1082	3107
STM1803	NC_003197.2	1902683	1904086	-	1404	4143
STM1804	NC_003197.2	1904292	1905836	+	1545	4621
STM1805	NC_003197.2	1905883	1906616	-	734	2167
STM1806	NC_003197.2	1906809	1908366	+	1558	4995
STM1807	NC_003197.2	1908495	1909038	+	544	1920
STM1808	NC_003197.2	1909141	1909488	+	348	1042
STM1809	NC_003197.2	1909560	1909746	-	187	754
STM1810	NC_003197.2	1909925	1910067	-	143	839
STM1811	NC_003197.2	1910414	1910894	-	481	1639
STM1812	NC_003197.2	1910953	1911623	-	671	1926
STM1813	NC_003197.2	1911662	1911994	-	333	925
STM1814	NC_003197.2	1912072	1912788	+	717	1877
STM1815	NC_003197.2	1912801	1913624	+	824	1992
STM1816	NC_003197.2	1913617	1913894	+	278	663
STM1817	NC_003197.2	1914016	1915154	-	1139	3365
STM1818	NC_003197.2	1915216	1916912	-	1697	4898
STM1819	NC_003197.2	1917106	1917700	-	595	1875
STM1820	NC_003197.2	1917759	1918465	-	707	2212
STM1821	NC_003197.2	1918512	1920433	-	1922	5763
STM1822	NC_003197.2	1920541	1920897	+	357	1107
STM1823	NC_003197.2	1920903	1921094	-	192	313
STM1824	NC_003197.2	1921151	1922527	+	1377	3618
STM1825	NC_003197.2	1922516	1923109	+	594	1750
STM1826	NC_003197.2	1923360	1924737	+	1378	4772
STM1827	NC_003197.2	1924773	1926476	+	1704	4603
STM1828	NC_003197.2	1926498	1928069	-	1572	4435
STM1829	NC_003197.2	1928045	1928380	-	336	369
STM1830	NC_003197.2	1928333	1929498	+	1166	3229
STM1831	NC_003197.2	1929538	1930351	+	814	2055
STM1832	NC_003197.2	1930343	1931215	+	873	2379
STM1833	NC_003197.2	1931262	1931743	+	482	1489
STM1834	NC_003197.2	1932075	1932707	+	633	1651
STM1835	NC_003197.2	1932704	1933524	-	821	2074
STM1836	NC_003197.2	1933579	1935331	-	1753	5066
STM1837	NC_003197.2	1935544	1935767	-	224	732
STM1838	NC_003197.2	1935766	1935926	-	161	454
STM1839	NC_003197.2	1936558	1936856	-	299	1282
STM1840	NC_003197.2	1936916	1937071	-	156	565
STM1841	NC_003197.2	1937211	1937456	+	246	1104
STM1842	NC_003197.2	1937668	1938469	-	802	2489
STM1843	NC_003197.2	1938635	1940008	+	1374	4477
STM1844	NC_003197.2	1940056	1940954	-	899	2680
STM1845	NC_003197.2	1941131	1943197	-	2067	6463
STM1846	NC_003197.2	1943199	1943896	-	698	2040
STM1847	NC_003197.2	1943983	1944567	-	585	1643
STM1848	NC_003197.2	1944601	1945892	+	1292	3098
STM1849	NC_003197.2	1945855	1948494	+	2640	7484
STM1850	NC_003197.2	1948558	1950011	+	1454	4185
STM1851	NC_003197.2	1950114	1950365	+	252	1118
STM1852	NC_003197.2	1950467	1950667	+	201	523
STM1853	NC_003197.2	1950686	1951346	-	661	1922
STM1854	NC_003197.2	1951560	1951732	-	173	971
STM1855	NC_003197.2	1952009	1952738	-	730	2486
STM1856	NC_003197.2	1953404	1953810	+	407	1653
STM1857	NC_003197.2	1955004	1955423	-	420	1420
STM1858	NC_003197.2	1955787	1956062	+	276	1232
STM1859	NC_003197.2	1956228	1956368	+	141	774
STM1860	NC_003197.2	1956851	1957714	-	864	2793
STM1861	NC_003197.2	1957832	1958200	+	369	0
STM1862	NC_003197.2	1959497	1960418	+	922	3048
STM1863	NC_003197.2	1960544	1960709	+	166	420
STM1864	NC_003197.2	1960712	1961333	+	622	1811
STM1865	NC_003197.2	1961660	1961789	-	130	1079
STM1867	NC_003197.2	1963169	1963376	+	208	828
STM1868	NC_003197.2	1963473	1964361	-	889	2715
STM1868A	NC_003197.2	1965080	1965247	+	168	879
STM1869	NC_003197.2	1965504	1966048	-	545	1745
STM1869A	NC_003197.2	1966091	1966378	-	288	738
STM1870	NC_003197.2	1966507	1967005	+	499	1719
STM1871	NC_003197.2	1967023	1967919	+	897	2471
STM1872	NC_003197.2	1968116	1968239	-	124	541
STM1873	NC_003197.2	1968293	1968663	-	371	814
STM1874	NC_003197.2	1968663	1969547	-	885	2169
STM1875	NC_003197.2	1969539	1969927	-	389	972
STM1876	NC_003197.2	1970039	1970281	+	243	843
STM1877	NC_003197.2	1970377	1971045	+	669	1933
STM1878	NC_003197.2	1971057	1971767	+	711	1701
STM1879	NC_003197.2	1971802	1973866	-	2065	5799
STM1880	NC_003197.2	1974066	1974735	-	670	1995
STM1881	NC_003197.2	1974819	1975184	-	366	1044
STM1882	NC_003197.2	1975240	1975543	-	304	857
STM1883	NC_003197.2	1975647	1976839	+	1193	3947
STM1884	NC_003197.2	1976939	1977754	-	816	1884
STM1885	NC_003197.2	1977618	1979494	-	1877	5175
STM1886	NC_003197.2	1979664	1981336	-	1673	5374
STM1887	NC_003197.2	1981481	1982350	+	870	2878
STM1888	NC_003197.2	1982462	1983916	+	1455	4373
STM1889	NC_003197.2	1983989	1984970	-	982	2957
STM1890	NC_003197.2	1985077	1986410	-	1334	3903
STM1891	NC_003197.2	1986412	1987426	-	1015	2191
STM1892	NC_003197.2	1987384	1988190	+	807	1596
STM1893	NC_003197.2	1988169	1988972	+	804	2355
STM1894	NC_003197.2	1989051	1990071	-	1021	2994
STM1895	NC_003197.2	1990070	1990693	-	624	1892
STM1896	NC_003197.2	1991096	1991997	+	902	0
STM1897	NC_003197.2	1992611	1993223	+	613	1592
STM1898	NC_003197.2	1993225	1993759	-	535	1204
STM1899	NC_003197.2	1993783	1994535	-	753	2078
STM1900	NC_003197.2	1994553	1995013	-	461	1378
STM1901	NC_003197.2	1995108	1996892	-	1785	5889
STM1902	NC_003197.2	1997189	1997771	+	583	1591
STM1903	NC_003197.2	1997748	1998586	+	839	2300
STM1904	NC_003197.2	1998627	1999034	+	408	976
STM1905	NC_003197.2	1999060	1999818	+	759	1733
STM1906	NC_003197.2	1999802	2000786	+	985	3062
STM1907	NC_003197.2	2001022	2001779	-	758	2434
STM1908	NC_003197.2	2001788	2002374	-	587	1815
STM1909	NC_003197.2	2002583	2004327	+	1745	5765
STM1910	NC_003197.2	2004509	2006387	+	1879	5901
STM1911	NC_003197.2	2006441	2007586	-	1146	3657
STM1912	NC_003197.2	2007817	2008219	-	403	1194
STM1913	NC_003197.2	2008209	2010300	-	2092	5751
STM1914	NC_003197.2	2010280	2011444	-	1165	3596
STM1915	NC_003197.2	2011625	2012281	-	657	1955
STM1916	NC_003197.2	2012280	2012684	-	405	718
STM1917	NC_003197.2	2012687	2013747	-	1061	2988
STM1918	NC_003197.2	2013733	2014607	-	875	2767
STM1919	NC_003197.2	2014753	2016428	-	1676	5702
STM1920	NC_003197.2	2016651	2017165	-	515	1444
STM1921	NC_003197.2	2017175	2019201	-	2027	5847
STM1922	NC_003197.2	2019195	2020132	-	938	2168
STM1923	NC_003197.2	2020121	2021020	-	900	2338
STM1924	NC_003197.2	2021133	2021723	-	591	1678
STM1925	NC_003197.2	2021714	2022215	-	502	1418
STM1926	NC_003197.2	2022735	2022854	+	120	351
STM1927	NC_003197.2	2022839	2023279	+	441	866
STM1928	NC_003197.2	2023297	2024874	-	1578	3740
STM1929	NC_003197.2	2024693	2025552	-	860	2128
STM1931	NC_003197.2	2026129	2026693	-	565	2016
STM1932	NC_003197.2	2027217	2027740	+	524	1984
STM1933	NC_003197.2	2027919	2028565	-	647	2379
STM1934	NC_003197.2	2028800	2029148	+	349	1569
STM1935	NC_003197.2	2029375	2029885	+	511	1602
STM1936	NC_003197.2	2029931	2030181	-	251	779
STM1937	NC_003197.2	2030271	2031608	+	1338	4396
STM1938	NC_003197.2	2031683	2032361	-	679	2438
STM1939	NC_003197.2	2032586	2032919	-	334	1342
STM1940	NC_003197.2	2033125	2034570	-	1446	4713
STM1941	NC_003197.2	2034777	2035109	-	333	1304
STM1942	NC_003197.2	2035363	2035446	-	84	303
STM1943	NC_003197.2	2035461	2035531	-	71	11
STM1944	NC_003197.2	2035587	2035659	-	73	405
STM1945	NC_003197.2	2035810	2036377	-	568	1918
STM1946	NC_003197.2	2036415	2038267	-	1853	5731
STM1947	NC_003197.2	2038244	2038914	-	671	1900
STM1948	NC_003197.2	2039208	2039367	+	160	461
STM1949	NC_003197.2	2039353	2039588	+	236	453
STM1950	NC_003197.2	2039655	2040395	-	741	2292
STM1951	NC_003197.2	2040609	2041378	-	770	2399
STM1952	NC_003197.2	2041358	2042042	-	685	1670
STM1953	NC_003197.2	2042047	2043044	-	998	3226
STM1954	NC_003197.2	2043187	2043998	-	812	2677
STM1955	NC_003197.2	2044134	2044696	-	563	1746
STM1956	NC_003197.2	2044744	2045477	-	734	2353
STM1957	NC_003197.2	2045732	2046196	-	465	1978
STM1958	NC_003197.2	2046371	2047583	-	1213	3662
STM1959	NC_003197.2	2047655	2049154	-	1500	2623
STM1960	NC_003197.2	2049387	2050802	+	1416	4484
STM1961	NC_003197.2	2050808	2051224	+	417	883
STM1962	NC_003197.2	2051210	2051592	+	383	849
STM1963	NC_003197.2	2051650	2053148	+	1499	4948
STM1964	NC_003197.2	2053188	2053624	-	437	1190
STM1965	NC_003197.2	2053721	2055004	+	1284	3735
STM1966	NC_003197.2	2054990	2055234	+	245	712
STM1967	NC_003197.2	2055492	2055885	+	394	1586
STM1968	NC_003197.2	2056005	2056331	-	327	1322
STM1969	NC_003197.2	2056526	2058218	+	1693	5292
STM1970	NC_003197.2	2058194	2059206	+	1013	2535
STM1971	NC_003197.2	2059189	2059906	+	718	1682
STM1972	NC_003197.2	2059886	2061276	+	1391	4264
STM1973	NC_003197.2	2061282	2061741	+	460	966
STM1974	NC_003197.2	2061726	2062955	+	1230	3890
STM1975	NC_003197.2	2063043	2063527	+	485	1430
STM1976	NC_003197.2	2063521	2064536	+	1016	2574
STM1977	NC_003197.2	2064519	2064946	+	428	757
STM1978	NC_003197.2	2064946	2065323	+	378	705
STM1979	NC_003197.2	2065310	2066060	+	751	1824
STM1980	NC_003197.2	2066060	2066339	+	280	348
STM1981	NC_003197.2	2066332	2067142	+	811	2570
STM1982	NC_003197.2	2067341	2068047	+	707	2369
STM1983	NC_003197.2	2068086	2068293	-	208	684
STM1984	NC_003197.2	2068397	2068636	+	240	592
STM1985	NC_003197.2	2068647	2068736	-	90	352
STM1986	NC_003197.2	2068937	2069761	+	825	2497
STM1987	NC_003197.2	2069740	2071466	-	1727	5047
STM1988	NC_003197.2	2071617	2071862	-	246	814
STM1989	NC_003197.2	2071879	2072802	-	924	2896
STM1990	NC_003197.2	2072966	2073886	+	921	2735
STM1991	NC_003197.2	2073875	2074352	-	478	986
STM1992	NC_003197.2	2074326	2075768	-	1443	4020
STM1993	NC_003197.2	2075830	2076533	-	704	2010
STM1994	NC_003197.2	2076617	2076928	-	312	1174
STM1995	NC_003197.2	2077561	2078762	+	1202	3762
STM1996	NC_003197.2	2079222	2079448	-	227	1299
STM1997	NC_003197.2	2079889	2081171	-	1283	4533
STM1998	NC_003197.2	2081160	2081667	-	508	1154
STM1999	NC_003197.2	2081706	2081867	-	162	755
STM2000	NC_003197.2	2082174	2082260	-	87	795
STM2001	NC_003197.2	2082348	2083145	+	798	2603
STM2002	NC_003197.2	2083247	2083319	+	73	595
STM2004	NC_003197.2	2084217	2084289	+	73	739
STM2005	NC_003197.2	2084449	2084928	+	480	279
STM2006	NC_003197.2	2085395	2086101	+	707	0
STM2007	NC_003197.2	2086918	2088612	+	1695	0
STM2008	NC_003197.2	2088663	2090399	+	1737	0
STM2009	NC_003197.2	2091304	2092770	-	1467	4794
STM2010	NC_003197.2	2092798	2092965	+	168	88
STM2011	NC_003197.2	2092954	2093284	-	331	981
STM2012	NC_003197.2	2094162	2094234	-	73	651
STM2013	NC_003197.2	2094374	2095831	-	1458	4741
STM2014	NC_003197.2	2095992	2096064	+	73	372
STM2015	NC_003197.2	2096293	2097236	-	944	3089
STM2016	NC_003197.2	2097300	2098383	-	1084	3232
STM2017	NC_003197.2	2098397	2099156	-	760	1944
STM2018	NC_003197.2	2099137	2099693	-	557	1022
STM2019	NC_003197.2	2099679	2101205	-	1527	4344
STM2020	NC_003197.2	2101196	2102017	-	822	2034
STM2021	NC_003197.2	2102020	2102703	-	684	1676
STM2022	NC_003197.2	2102684	2102971	-	288	346
STM2023	NC_003197.2	2102967	2103709	-	743	1846
STM2024	NC_003197.2	2103701	2104422	-	722	1841
STM2025	NC_003197.2	2104411	2105212	-	802	2215
STM2026	NC_003197.2	2105208	2106005	-	798	1811
STM2027	NC_003197.2	2105996	2106728	-	733	1681
STM2028	NC_003197.2	2106721	2107781	-	1061	2709
STM2029	NC_003197.2	2107757	2108537	-	781	1900
STM2030	NC_003197.2	2108514	2109098	-	585	1369
